date_added;id;name;brand;owner;condition;condition_desctription;retail_price;tc_price;sold
;outfit.ab1465bb0c184dbcaa4c44ef4e393ca2;XS Mike Tee;IBEN;IBEN (Storheil Agency);1 - As new;;1500;650.0;True
2023-09-19;outfit.ab28bcaf24fa3af5;Tiramisu Maxi Dress;Mango;Christina Egeland;1 - As new;;1500;650.0;True
2023-10-31;outfit.ab7c331ffe4c0c2f;Black Velvet and Gold Dress;Gucci;Gunhild Stordalen;1 - As new;;1500;650.0;True
2023-10-31;outfit.abcc2337df654709b97b8b8ef83b8c38;Tuella Pleated Dress;By Malene Birger;FJONG;1 - As new;;-;250.0;True
;outfit.abd2eb4bc47aef03;M Valor Dress;Reformation;FJONG;5 - Damaged;Lots of small holes in front;1700;510.0;False
2022-06-10;outfit.abf0c4f2f98149238bdac244fc2498c1;XS Black Nila Dress;ella&il;ella&il;1 - As new;;1500;750.0;False
2023-05-15;outfit.ac4a27dc4973411cb3b4e0031d246217;3XL Alex Denim Shirt;C.L.E.A.N. by Christina Ledang;C.L.E.A.N. by Christina Ledang;1 - As new;;2600;799.0;False
2022-07-12;outfit.ac6c9c94d055459ab226c3dff16725b5;Boyas Classic Trousers;Second Female;Villoid;2 - Very good condition;pensjonert pga salgsdag;3500;1100.0;False
2023-09-15;outfit.acb94cbb42e1b894;Foxtrot Dress;Reformation;FJONG;1 - As new;;800;449.0;True
2024-01-23;outfit.acc945901a5f4ebf98be975bdb2d2d71;Yellow Oda Jeans;Holzweiler;Holzweiler;1 - As new;;800;449.0;True
2022-08-16;outfit.acd72d9485f24e879d9a73d41a110b31;Yellow Oda Jeans;Holzweiler;Holzweiler;1 - As new;;2200;749.0;True
2023-09-19;outfit.acee2f8b967945559bfe24a00b8ef996;Leopard Jacket;Day Birger et Mikkelsen;Karianne Andresen;1 - As new;;2200;749.0;False
;outfit.acefb4576277494ebf8a334cf8e4c43c;XS Runa Skirt Red Pique-Nique;FWSS;FJONG;4 - Minor defects;Stains;2800;840.0000000000002;False
2023-05-15;outfit.acf2f588609a4223ad4013d5be9d97a0;Blossom Embroidery Raglan Sleeve Dress;SoyaAulait;Soyaaulait;4 - Minor defects;;1200;360.0;False
2023-12-12;outfit.ad1129dca4c540e3b87e06cb791a6316;XS Vanilla Custard Katrin Shorts;FWSS;FJONG;1 - As new;;2200;849.0;True
2024-01-25;outfit.ad412f59706c86b8;Emma Shirt;FWSS;FJONG;1 - As new;;1950;975.0;False
2023-10-31;outfit.ad725d662f334fd8a52b6c925d261eac;Misty Rose Costa Long Dress;Maud;FJONG;1 - As new;;2100;799.0;False
2024-01-25;outfit.ad7b25af60b141fdb0ca78ace012f4bd;Black Mishappen Top;Holzweiler;HOLZWEILER;1 - As new;;2200;1000.0;False
2023-12-12;outfit.ad94ae59e5b9410a873c49ee467fe906;L Bente Anthracite Black ;FWSS;FWSS;1 - As new;;3200;1299.0;False
2023-09-19;outfit.ada11dc79225409485c894da500d1488;Ceiling Block Print Aria Dress;Holzweiler;HOLZWEILER;1 - As new;;1000;549.0;False
2023-09-19;outfit.adb30dd1d4db430fb1179944422a2ca1;Ceiling Block Print Aria Dress;Holzweiler;HOLZWEILER;1 - As new;;1000;549.0;True
2023-09-15;outfit.adca7d66d2f842f280446e06ae4ad72a;Luna Vanilla Spring Bouquet Dress;FWSS;FWSS;1 - As new;;1200;649.0;False
2023-09-15;outfit.ade5433e25b54fbbb66a54f8fe113132;Leah Sachet Pink Top;FWSS;FJONG;1 - As new;;600;449.0;True
2022-08-16;outfit.adeaa758e4b292c5;The Violette Summer Loving Blue Dress;Réalisation Par;FJONG;1 - As new;;600;449.0;True
2023-12-12;outfit.adf3063b0cdf501d;M The Nude Vines Romantic Blouse;FWSS;FJONG;1 - As new;;2100;799.0;False
;outfit.adfe35e200b30004;Myrtha Paisley;Holzweiler;FJONG;5 - Damaged;Flekk på magen;1900;450.0;False
;outfit.ae05e6ba5ef9877c;L Lopez Dress;Samsøe Samsøe;FJONG;1 - As new;;2100;799.0;False
;outfit.ae3b425f7b70953b;S Willow Short Dress Black;Samsøe Samsøe;FJONG;4 - Minor defects;liten;3000;250.0;True
;outfit.ae6321b563974c5f;Robe en Lurex Dress;Carven;FJONG;1 - As new;;600;349.0;True
2023-06-15;outfit.ae7bd66689884dc49664d896c1f46803;S Wide-Leg Trousers;Diana Orving;FJONG;1 - As new;;600;349.0;False
2023-10-31;outfit.aea656cd5083474eb1f9157faf00123b;Grey Knit Sweater;Filippa K;Gunhild Stordalen;1 - As new;;600;349.0;True
2023-09-15;outfit.aea656cd5083474eb1f9157faf00123b;Grey Knit Sweater;Filippa K;Gunhild Stordalen;1 - As new;;600;349.0;True
2023-05-15;outfit.aeafaed9657749809a6bebf60c999bd5;XS Yellow Maya Denim Skirt;Holzweiler;Holzweiler;1 - As new;;600;300.0;False
;outfit.aec255abd8714065996db11cc150f061;S Tiffany Night Sky Blazer;By Malene Birger;FJONG;1 - As new;;600;349.0;False
2023-05-10;outfit.aecdd6d2249e8bc7;S Cesili Dress;By Malene Birger;FJONG;1 - As new;;600;349.0;False
2023-05-15;outfit.aed78c5c88ac4c4a88a59f9e5277364c;XS Dipper Opal Trousers;Holzweiler;Holzweiler;1 - As new;;600;300.0;False
;outfit.aed7d744ffeedd77;Narcissa red M;Jarlo;FJONG;1 - As new;;600;349.0;False
2023-05-10;outfit.aef36c5a5f6fd4dc;XS Maddie Tangiers Dress;Reformation;FJONG;1 - As new;;600;300.0;False
2022-06-20;outfit.af075be387f74c23b6219d9932f718b6;L 3 Dante Dress Off White;IBEN;IBEN (Storheil Agency);1 - As new;;2200;849.0;False
2024-01-25;outfit.af2f120bec0940d5b216094b17d0469c;Vega Coat;Holzweiler;Holzweiler;1 - As new;;3000;1500.0;False
2023-06-15;outfit.af2f120bec0940d5b216094b17d0469c;S Vega Coat;Holzweiler;Holzweiler;1 - As new;;1200;499.0;True
2022-09-15;outfit.af44d8ab1eae40bd9be8117615d27329;Pink Silk Ruffle Dress;C.L.E.A.N. by Christina Ledang;C.L.E.A.N. by Christina Ledang;1 - As new;;2500;1099.0;False
2023-09-15;outfit.af8b4005e6a44d9d8db44c3de42ca05f;Alyss Oversize Shirt Blue;Skappel;SKAPPEL OSLO;1 - As new;;3500;1750.0;False
2023-12-12;outfit.afc1bdb77e184b10bd3f58d32a54adc5;Champagne Ruffle Wrap Dress;Urban Pioneers;Urban Pioneers;4 - Minor defects;flekk bak venstre side, i kne/legghøyde;2500;750.0;False
2023-06-15;outfit.afc365c7cf3418b4;M Patterned Light Pink Dress;FWSS;FJONG;1 - As new;;3500;1549.0;False
2023-09-15;outfit.afd3af027be275f2;Odessa Fontaine Dress;Reformation;FJONG;2 - Very good condition;paljettene detter av i rens;4200;1200.0;False
;outfit.afeb5db35325455bb65343927dfb2aaa;XL Nightshade Sophia Skirt;MAUD;Høyer;2 - Very good condition;paljettene detter av i rens;4200;1200.0;False
;outfit.b0344fc2c8b6b308;XS Mano top;Samsøe Samsøe;FJONG;1 - As new;;2500;1099.0;True
;outfit.b062ee4767104d919307a2d539bb2c39;S Flower Detail One Shoulder Gown;Tadashi Shoji;FJONG;2 - Very good condition;paljettene detter av i rens;4900;1500.0;False
2023-09-15;outfit.b067d1c9c91d4f11924b363a7d9e8554;Blue Falun Sweater;Dale of Norway;Dale of Norway;2 - Very good condition;paljettene detter av i rens;3400;950.0;False
;outfit.b0c0de9e57841e7c;S Black Maxi Dress;byTiMo;FJONG;1 - As new;;3500;1750.0;False
2023-08-31;outfit.b1c2151bcd58436584231c463c7ad50c;S Yellow Houndstooth Cardigan;Ami Amalia;Ami Amalia;5 - Damaged;helt ødelagt etter en rens! tråder dratt ut og paljetter detter av.;4700;1000.0;True
;outfit.b1ffb5b50d8d4eaabba818f1eb5cad56;S White Thea Flare Top;SOYAAULAIT;Soyaaulait;1 - As new;;2850;1299.0;False
;outfit.b2206c1b8be94546ab034c86d3fc7006;S Lima Sky Blue Dress;MAUD;FJONG;1 - As new;;2850;1299.0;False
;outfit.b232dfc2ba4bd49f;S Natalia Dress;Reformation;FJONG;1 - As new;;600;349.0;False
2023-10-31;outfit.b24fc57f02ac4e4c9061761ca18d9d3c;Uniform Jacket;Dondup;Gunhild Stordalen;1 - As new;;1950;849.0;False
2023-01-10;outfit.b28f9568568b4447a0df6a8925ae6a06;S Angie Dress;Filippa K;FJONG;4 - Minor defects;Løse tråder over det hele, fpr det ikke helt bort, og kommer garantert til å få flere;2200;800.0;True
2023-09-19;outfit.b2c23b60d8e04aec8b937e7705d6f084;Black & White Leaf Tunic;SOYAAULAIT;Soyaaulait;1 - As new;;1950;849.0;False
;outfit.b2c7cdede6f9474c801759ad33953e51;S Outer Space Hildur Jacket;Creative Collective;Villoid;4 - Minor defects;Flekk på høyre skulder og noen på skjørtet, knapt synlig;1800;400.0;False
2024-01-25;outfit.b2cb4b87e0f8fce5;50's Japanese Bloom Dress;byTiMo;FJONG;1 - As new;;1950;849.0;False
2023-09-15;outfit.b2d68499febb46afb0d594f037ebcdba;Blue Prestina Pants;C.L.E.A.N. by Christina Ledang;C.L.E.A.N. by Christina Ledang;1 - As new;;2000;849.0;False
2023-05-10;outfit.b2e35361652db3db;XL? Cassis V Neck Cap Sleeve Beaded Gown;Adrianna Papell;FJONG;5 - Damaged;;1200;240.0;False
2023-05-10;outfit.b2ff024e91a14658a4a15b68d27f8d3c;S Light Gray 93 Til Infinity Sweater;FWSS;FWSS;2 - Very good condition;;700;140.0;False
2023-01-12;outfit.b310de63c0cc4a068b41b9bab5308d85;Camel/Black Short Viksa Jacket;Noella;Villoid;4 - Minor defects;;900;180.0;True
2023-09-19;outfit.b39164e52fd445938d1614ca50609f38;Black Stone Dress;Maja Stabel;Maja Stabel;1 - As new;;2650;1049.0;False
;outfit.b3c16d971ae140519a806d5e2d47354b;XL Feathers Satin Mini Dress;byTiMo;FJONG;1 - As new;;600;300.0;False
2022-07-08;outfit.b3c827a7bc271120;Blue Bouquet Blouse;byTiMo;FJONG;1 - As new;;600;300.0;False
2023-10-31;outfit.b3d31d76ede3d815;Black Silk Dress;Gucci;Gunhild Stordalen;1 - As new;;1700;749.0;False
2023-06-15;outfit.b41ded69e1bc4182bb558994a9be55fa;S Vintage Burberry Trench Coat;Burberry;FJONG;4 - Minor defects;Slitt, løse tråder;1000;250.0;True
2024-01-25;outfit.b5061a1567f549c3b39561a28c48eaf1;Dots Hot Pink Ring My Bell Top;Høst & Vår;Høst & Vår;1 - As new;;2500;899.0;True
2022-10-24;outfit.b536d1b82bd7a054;XL Cassis V Neck Cap Sleeve Beaded Gown;Adrianna Papell;FJONG;1 - As new;;1400;649.0;True
2023-06-15;outfit.b58b4d9011806e34;M Bell Sleeve Dress;byTiMo;byTiMo;1 - As new;;1000;599.0;False
2022-08-30;outfit.b5eefe3ba12a432dba68cb2087d8fd82;Blossom Embroidery Wrap Dress;SoyaAulait;Soyaaulait;1 - As new;;1000;599.0;False
2023-09-15;outfit.b600e7bd666943048df807f5cbc23413;Coral Mohair Buttoned Sweater;Urban Pioneers;Urban Pioneers;1 - As new;;1300;649.0;False
2023-09-19;outfit.b6309c32c16541f699bf0b7154761be2;W's Pace Flex Pants Copper;Houdini;Houdini;1 - As new;;500;250.0;False
2022-06-10;outfit.b664c485211824dd;XL Flower Dress;byTiMo;Privat;1 - As new;;500;349.0;False
2023-10-31;outfit.b68b99ab7cff7aa9;Irving Dress;Reformation;FJONG;1 - As new;;500;349.0;False
2023-09-19;outfit.b6aede50dcb94e128c93e7088d164499;Double Sandy Set;Maja Stabel;Maja Stabel;1 - As new;;500;250.0;False
2023-01-12;outfit.b6dfe60b7a8c421f9de22342860f17bc;M Victorian Organza Dress White;byTiMo;FJONG;1 - As new;;500;250.0;False
2023-01-12;outfit.b70d38123f2e45a4b7b2a17e9d637eae;1 Pom Pom Knit;Maud ;Høyer;1 - As new;;1700;649.0;False
;outfit.b70defa54d04468fa8318bbece5d3933;M Limon Dress Blue Line;Samsøe Samsøe;FJONG;1 - As new;;2200;749.0;False
2023-05-15;outfit.b72669b60b1c4efa923ad2b0749c375a;XS Army Check Bridget Skirt;Holzweiler;Holzweiler;4 - Minor defects;liten flekk på venstre lomme, flekker nederst på høyre ben, noen flekker bak på høyre lår;1600;400.0;False
;outfit.b77a8e245e864f269b478b8bc4ebe8ef;XS1 Cameron Skirt;Ganni;Høyer;1 - As new;;2000;799.0;False
2024-01-25;outfit.b7f6cbb05bba48acaba7baa28ddc5772;High Waist Linen Pants ;Urban Pioneers;Urban Pioneers;1 - As new;;2000;799.0;True
2023-01-12;outfit.b8194766a68eda5d;M Christiania Cardigan;Dale of Norway;Dale of Norway;1 - As new;;2500;900.0;False
2023-09-15;outfit.b842183aff654326b31d5a8e9fe9cd3c;Esme Dress Zebra Red;Manillusion;Manillusion;1 - As new;;2500;900.0;False
;outfit.b8478620ac374f8eb3f6d455db78377d;S2 Butterfly Long Dress Aspen Gold;MAUD;Høyer;5 - Damaged;;1200;240.0;False
2023-05-15;outfit.b89e308abb4045a095a73ca2f95887dc;Navy Knitted Vest Dress;C.L.E.A.N. by Christina Ledang;C.L.E.A.N. by Christina Ledang;1 - As new;;2000;799.0;True
2022-10-24;outfit.b9570eaee25d469c88909ca3b463ca41;L Grace Mini Dress Bordaux Check;Untold Stories;Arkivet Hegdehausveien;3 - Good condition;skal ha flekk foran, men jeg kan ikke finne den;800;240.0;False
2023-05-15;outfit.b957f5cf7033409ba4c4ab2f86a14fb6;M Blue Leona Tank Top;SOYAAULAIT;Soyaaulait;4 - Minor defects;løse tråder og slitt bbak på rompa;3900;850.0;False
2024-01-25;outfit.b9913185a70b4d378fb255b1894233d9;Tomorrow Blouse;Day Birger et Mikkelsen;Mani Studio Moss;1 - As new;;2000;699.0;False
2024-01-25;outfit.b9a83f27ede146b0b0ec29bd3f699a13;5 Pleated Arm Top Aspen Gold;Maud;Høyer;1 - As new;;1800;699.0;False
2023-09-19;outfit.b9ee526b3bd348f999b6864d65931c06;Tawny Orange Belted Blazer;Urban Pioneers;Urban Pioneers;1 - As new;;2000;699.0;False
2024-01-25;outfit.b9f26b79b0eb436fba1e05ca80196e47;Heaston Skirt Dusty Cedar;Samsøe & Samsøe;FJONG;4 - Minor defects;Small stain in front, men jeg finner den ikke;1300;400.0;True
2023-01-10;outfit.ba1f51b54e514d4580188234a760ebd9;Denim Sand Pants;Lee;FJONG;1 - As new;;1500;599.0;False
2023-09-19;outfit.bae4ecf811e44d68ac8ade3e6948571f;Sting Dress Hummingbird;Høst & Vår;Høst & Vår;1 - As new;;1100;150.0;False
2023-09-19;outfit.bb1719a3be8e4cabad8ecd65fa8173c8;Frost Top;Maja Stabel;Maja Stabel;1 - As new;;1700;850.0;False
2022-08-16;outfit.bb35c791b2bfa191;Winslow Henrietta Dress;Reformation;FJONG;1 - As new;;1700;649.0;False
2023-12-12;outfit.bb3992b7b800439a9905047fa0a72536;S Carina Top;Day Birger et Mikkelsen;Mani Studio Moss;1 - As new;;1500;599.0;False
;outfit.bb7d7b6520799e66;M Lopez Dress;Samsøe Samsøe;FJONG;1 - As new;;1500;750.0;False
;outfit.bb7ece13dc0d741c;XS Blaze Strapless Maxi Dress;Jarlo;FJONG;1 - As new;;2400;849.0;False
2023-10-31;outfit.bb851e53d0f74078be7126dd42d1bac4;Heart Off-Shoulder Top;Reformation;FJONG;5 - Damaged;;2000;400.0;False
;outfit.bbea5e265ac18aef;XXL Scoop Back Sequin Gown;Adrianna Papell;FJONG;1 - As new;;;750.0;False
2022-06-17;outfit.bc074935620bc658;M Rambla Sunflower Dress;Reformation;FJONG;1 - As new;;;750.0;False
;outfit.bc206d94b57448cda9406458a264710d;S Maiara Dress;Bastet Noir;Bastet Noir;1 - As new;;;750.0;False
2024-01-25;outfit.bc6b1359d60a4962856d6ccb1f3c01f0;2 Rose Dust Tiana Top;Maud;Høyer;1 - As new;;;750.0;False
2023-05-15;outfit.bcad3cc8ecd34b45af25435801fe8624;Drown Me Scarf Red;C.L.E.A.N. by Christina Ledang;C.L.E.A.N. by Christina Ledang;1 - As new;;;750.0;False
2023-09-15;outfit.bcae5965c3d74c408f20b56e386e8743;Alyss Oversize Shirt Pink;Skappel;SKAPPEL OSLO;1 - As new;;;750.0;False
2024-01-25;outfit.bd029e8ff7cc4341bf48b2afaa0d9946;Malie Blue Depths Top;Samsøe & Samsøe;FJONG;1 - As new;;;750.0;False
2022-08-30;outfit.bd061db386d78a56;S2 Winslow Champagne Dress;Reformation;FJONG;3 - Good condition;;3800;1049.0;False
2023-05-15;outfit.bd0d4d116295450a8bc764614fe82854;S Crêpe and Mesh Skirt;SoyaAulait;Soyaaulait;2 - Very good condition;;3800;1249.0;False
;outfit.bd1b529947a7b869;S High Pressure Dress;FWSS;FJONG;2 - Very good condition;;3400;1360.0;False
2022-10-24;outfit.bd2ab280ed364f26;XS Winslow Dress Cherry;Reformation;FJONG;2 - Very good condition;;1950;780.0;False
2024-01-25;outfit.bd33fc50719945bda219e59dc564773c;Corduroy Mini Dress Black;byTiMo;Villoid;;;;600.0;False
2023-01-10;outfit.bd37bc0ed1857fb5;Bell Sleeve Dress;byTiMo;byTiMo;;;;400.0;False
2023-09-19;outfit.bd95c78b84dd480fabc161a7a8cd3531;Jet Stream White Susann Dress;FWSS;FWSS;;;3000;;False
2023-10-31;outfit.bdd5835c2df56005;Asymmetric Teal Lace Dress;Versace;Gunhild Stordalen;;;2000;;False
;outfit.bdeec1ffb345de6c;M Hayden Velvet Maxi Dress;Ganni;FJONG;;;2000;449.0;True
2024-01-25;outfit.be0e9415131e42b499b3995b3d4e572f;Brown Sharon T-Shirt;Color Vision;Color Vision;;;1900;500.0;False
2023-01-12;outfit.be1cd8f914742de6;M Kristin Wine Tasting Red Dress;FWSS;FJONG;;;2500;2500.0;False
;outfit.be2d3fe01a8e6fcb;Blaze blush XS;Jarlo;FJONG;;;7500;1500.0;False
;outfit.be4fe65c50663cf3;Blaze red L;Jarlo;FJONG;;;;500.0;False
2023-09-15;outfit.bef1cf2e05fe40709accfbc38e9a0a30;Layley Opaline Dress;Reformation;Vintage Fever;;;;0.0;False
2023-01-12;outfit.bf2acee116722011;Jana skirt;Samsøe & Samsøe;FJONG;;;2000;2000.0;False
2023-10-31;outfit.bf8aede242e77266;Angora Cashmere Pearl Dress;Chanel;Gunhild Stordalen;;;;0.0;False
2024-01-25;outfit.bf9a43cd36ae4e48bc867f048eff50d4;1 Rose Dust Tiana Top;Maud;Høyer;;;1000;549.0;False
;outfit.bfda28a36b581398;S Mustard Lace Dress;byTiMo;FJONG;1 - As new;;2200;849.0;False
2023-12-12;outfit.bfdc262fa6ea40458a3ff1a4353e71f9;SS anne Sand Zebra Dress;FWSS;FJONG;;;;0.0;False
2023-10-31;outfit.bff1e6d642824c8387d567c03f0b1d83;Pleated Skirt Xenon Blue;Maud;FJONG;;;;0.0;False
2023-05-10;outfit.c012d37926b545bf90d7c4a0c5634696;L Una 2 Black Mini Leopard Dress;FWSS;FJONG;;;;0.0;False
2023-12-12;outfit.c027595bed4c4920876929804025effa;M Sequins Puff Sleeve Dress Pink ;ROTATE Birger Christensen;DSN;;;;0.0;False
2022-08-18;outfit.c04e5b3f3b864b4aaa8a1c2025bc6ada;XS Milla Jet Black Dress;FWSS;FWSS;;;800;0.0;False
2023-01-10;outfit.c089405c7b5d4198b653d1084139d7c6;Sand Eikebusk Trouser;Holzweiler;Holzweiler;;;;0.0;False
2023-01-10;outfit.c0cbdff455d648509cc65a0d01a00f42;Rose T- shirt;Filippa K;Mani Studio Moss;;;;600.0;False
;outfit.c11af96af30144e881779bfa5f2f2d5b;XL Gail Pale Aqua Dress;Untold Stories;FJONG;;;;0.0;False
2023-12-12;outfit.c125b3a04820484fb02f8dcfcb64dc07;S Cuesta Midi Skirt Yellow and pink ;Faithfull The Brand;Den Dama;;;2500;700.0;True
;outfit.c13aab71804d4a1bb73841dbe0484f97;M Yellow Sande Dress;Holzweiler;Holzweiler;;;2500;750.0;False
2023-09-15;outfit.c15b128b31b24f2f85da332172142d2d;Zeta Dress;Ravn Ravn;Villoid;;;4000;1200.0;False
;outfit.c166fa8c6a9e4b3c9121f246bca4e610;S 3 Xenon Blue Polo Knit Dress;MAUD;Høyer;;;4600;1380.0;False
2023-05-15;outfit.c1e96f2ae8534209b8bf3ee25671e792;XS Jet Black Nicoline Skirt;FWSS;FWSS;;;4300;1290.0;False
2024-01-25;outfit.c20198207b8c4a8cb2af45c74c0ab022;Polka Dot Blouse;Billie & Me;Villoid;1 - As new;;2850;1299.0;False
2023-01-10;outfit.c20406bb5c7a45618e0d625ad5a6f59f;L Sherry Blouse;Urban Pioneers;Villoid;;;2600;780.0000000000002;False
2023-06-15;outfit.c22ef2b8832443d39c0471fc180354fe;XL Synne Silk Rose Dust Dress;FWSS;FWSS;;;1700;510.0;False
;outfit.c27c17ce72dc43058efce34e24bcffb9;M Ayaja Striped Skirt;By Malene Birger;Høyer;;;800;240.0;True
2024-01-25;outfit.c29793ebe2a54738b848d5d13247cf78;White I Love To Love Dress;Høst & Vår;Høst & Vår;;;600;100.0;False
2023-06-15;outfit.c2b4bc39283e4cecaef303b3cc2e6e2a;M Knitted Blue Stripe Midi Dress;Mads Nørgaard;FJONG;;;1300;390.0000000000001;False
;outfit.c2c7871b40df44969ba85dea0f927f42;S Linea Jet Black Dress;FWSS;FJONG;;;1900;570.0;False
;outfit.c2d33a741bd14b39b33c7fbae31d3c31;S Limon Wrap Chinois Green Dress;Samsøe Samsøe;FJONG;;;1000;300.0;False
2024-01-25;outfit.c31bb29beac44217b5a6d572ca147130;Ruth Chili Oil Top;FWSS;FJONG;1 - As new;;1950;849.0;False
2023-01-10;outfit.c338b23bb9394d4c80a974679b40bc41;Dusty Pink Classic Crewneck;Cardsome;Cardsome;;;3500;1050.0;False
2024-01-25;outfit.c39d78a9215844a882d9bd74a9eedd40;Floral Ring My Bell Top;Høst & Vår;Høst & Vår;;;800;240.0;True
;outfit.c3cb5a3112c545b184381060670971f4;S 2 Fatima Blouse;FWSS;Mani Studio Moss;;;4000;1200.0;False
2023-01-11;outfit.c43aaa32acc2436885bfffc340207df4;Sofia Shirt;Camilla Pihl;Villoid;;;2800;840.0000000000002;False
2022-06-27;outfit.c4560dc7d15d415fb418693b1a76550b;C.L.E.A.N Dress White;C.L.E.A.N. by Christina Ledang;Christina Ledang;;;1700;510.0;False
2023-10-31;outfit.c4c75ed0869147faa31911d6b9919b7a;Leopard Print Grey Dress;Alaïa;Gunhild Stordalen;1 - As new;;1950;849.0;False
2024-01-25;outfit.c4d9b5b915ee418d989ceb09bbbc39be;2 Elenor Wrap Blouse;Creative Collective;Høyer;;;1400;420.0000000000001;True
2023-10-31;outfit.c5044eaaaaec4874b9e0ee6319a252f1;Pleated Skirt Xenon Blue;Maud;FJONG;;;2100;200.0;False
2023-10-31;outfit.c52b1b61074f48729901d6f3360fbdab;Open Back Midi Dandelion;By Malene Birger;FJONG;;;2000;600.0;False
;outfit.c5394742e73b46f1b08728dfbf884b37;XS Elenor Wrap Blouse;Creative Collective;Høyer;;;300;90.0;True
2023-10-31;outfit.c563800deaac4b8c93de7689b707c71c;Pink Top;Stella McCartney;Gunhild Stordalen;;;3000;300.0;False
2023-09-19;outfit.c572a59dc840460f8ac760908edc26ef;For Sale - Aiko Gingero Azure Bag;Cala Jade;FJONG;;;900;270.0;True
2023-09-15;outfit.c59eb802f8b348379d74a3eaadf02c6a;Tuxedo Shirt Navy;Riccovero;FJONG;1 - As new;;1900;899.0;False
;outfit.c625b43569fb4539b4e68a3352c79b5c;XL Ursula Knit Polo;Second Female;Villoid;;;1300;300.0;False
;outfit.c6af39a91ea24408bec71a2fd67996c1;M1 Ruffled Red Skirt;Carven;Høyer;;;3500;1050.0;False
;outfit.c70d273ec7d14ecab518c0bbbc7f63f7;XS Cobalt Blue Skirt;Stylein;Høyer;;;1800;540.0;True
2023-09-19;outfit.c720562c5b70454cb4294534b5d7f173;Silver Hella Kaftan;SOYAAULAIT;Soyaaulait;;;1700;510.0;False
2022-08-16;outfit.c7307fdec96145238f0975ad961f2593;L Yellow Oda Jeans;Holzweiler;Holzweiler;;;2500;750.0;False
2023-12-12;outfit.c740eb70dbf8428aa911eb00d6827088;XL Brown Suede Skirt;Ane Mone;Ane Mone;;;1300;390.0000000000001;True
2024-01-25;outfit.c7f474e917c24120adabd937ba48b41f;Off White Melange Dress;Cathrine Hammel;FJONG;;;1300;390.0;True
2024-01-25;outfit.c7f52c21ccfb48ef87e304a98182d2d3;Aliquan Green Sengi Top;Holzweiler;HOLZWEILER;;;1100;250.0;True
2023-10-24;outfit.c815d15af6ba46c580927f9bf81122f0;Jackson Coat;IBEN;IBEN (Storheil Agency);;;3500;1050.0;False
2023-05-15;outfit.c846f3a7343d460f99372d9c42f9e03a;S Spring Short Dress White;C.L.E.A.N. by Christina Ledang;C.L.E.A.N. by Christina Ledang;1 - As new;;2650;1049.0;False
;outfit.c94174487ac642628558e750aff12ae2;M Dre long sleeve pure white;By Malene Birger;FJONG;;;2000;600.0;False
2023-01-12;outfit.c95b16794434474e8d02306d2f1b6a0a;S Washes Silk Dress Mint Dandy;FWSS;FJONG;;;1500;450.0;True
2023-12-12;outfit.c9b02cffa22042118df20e0d722f6fd5;S Sierra Dress Riviera blue;ROTATE Birger Christensen;DSN;;;;3000.0;True
2023-08-30;outfit.c9b07cf20b814e869dceecac4d7064dd;XS Spring Green Honeycomb Cardigan;Ami Amalia;Ami Amalia;;;2800;840.0000000000002;False
;outfit.c9c9cba42e35426691fb0f960ed43008;XS Red Risandra Dress;By Malene Birger;Høyer;;;3400;1020.0;False
;outfit.ca94d0d92f984252a95d86e2d1669a41;S Grey Terrytowel Trackpant;Juicy Couture;Villoid;;;2500;750.0;False
2023-01-10;outfit.cac6eca6151b4f61b63157301f0cb229;Isobel Dress Darkest Spruse;Samsøe & Samsøe;FJONG;1 - As new;;2650;1049.0;False
2023-09-15;outfit.cb20ad201fe143f0ad2d7363492de7a4;Blue Fine Lines Christina Blouse;FWSS;Villoid;;;2000;600.0;True
2023-09-15;outfit.cb3848de5699455cb8bd3a4617d5cfd7;Dreamer Pants Champagne;FWSS;FWSS;;;700;210.0;False
2023-12-12;outfit.cb46e3ea1fe94d529a1a6caef7687d66;Man Shirt Silk Green;C.L.E.A.N by Christina Ledang;C.L.E.A.N. by Christina Ledang;;;500;150.0;True
2024-01-25;outfit.cb4746c2b4d8426dbef9b8a9115de26e;Hellin Top;By Malene Birger;Høyer;;;2500;750.0;False
;outfit.cb626f52e7bc499ca0df86382ce75683;S Bodil Green Roses Dress;FWSS;FJONG;;;3500;1050.0;True
2024-01-25;outfit.cb7c41f4dc6046a19dddc5a3bf7bdd99;2 Hellin Top;By Malene Birger;Høyer;;;3300;990.0;False
2024-01-25;outfit.cbb5960eba6e4cf4b7d0ea990545e48a;Fake Leather Tracksuit Sweat;H20Fagerholt;Den Dama;;;1200;360.0;True
2023-09-19;outfit.cbd9d89b87a540579a4e6c729b901fd9;Double Sandy Set;Maja Stabel;Maja Stabel;;;1200;360.0;True
2023-09-15;outfit.cc19c3b8ec69492e9a72399bc06c92d8;White I Love To Love Dress;Høst & Vår;Høst & Vår;;;6000;1800.0;False
;outfit.cc5fe27b56384f5b9b3ab9280f7b7d71;XS Lilja Skirt Ecru;Holzweiler;Villoid;;;3500;1050.0;False
2023-05-15;outfit.cd0efe9747c6470ea24965e88b5ce6ad;XL Black Blow Out Skirt;Holzweiler;Holzweiler;1 - As new;;3200;899.0;False
2023-05-15;outfit.cd1ad12a2ee34af28652e90851676755;Dahlia Trouser;Holzweiler;Holzweiler;;;2300;690.0;False
