date_added;id;name;brand;owner;condition;condition_desctription;retail_price;tc_price;sold
2023-06-15;outfit.688665113d8c4d13bae1db16e822454c;M Green Ella Cardigan;Creative Collective;Villoid;3 - Good condition;;;;False
;outfit.68912353410648d98b7cdb42a5b26863;M2 Ruffled Red Skirt;Carven;Høyer;3 - Good condition;;;;False
2024-01-25;outfit.68d2589809944576b99de80e2974f093;Wool Blend and Faux Fur Coat;SoyaAulait;Soyaaulait;3 - Good condition;Noe flekker. syntes ikke veldig godt. ;2000;700.0;True
;outfit.690b9845885f4f4c881b3bd004c592aa;Ottoman Knit Dress Emberglow;MAUD;Høyer;3 - Good condition;Litt slitt øvest på bryst. Ikke noe veldig merkbart;1900;800.0;True
2023-09-19;outfit.69315a3e5eb046a6bcba4c6a21b7f26d;Grey Brit Shirt Dress;SOYAAULAIT;Soyaaulait;3 - Good condition;Wear and tear;2300;805.0;False
2023-01-12;outfit.69ffb46ed8da46e98e3a82be163f7270;Black Travel Bag;By Malene Birger;Villoid;3 - Good condition;Wear and tear;2000;700.0;False
2023-09-15;outfit.6a0ee820e93d45bb86077aa56e1c231a;Structured Cotton White Mini Dress;byTiMo;FJONG;3 - Good condition;Hadde hatt hull som er fikset.;1000;400.0;True
2024-01-25;outfit.6a1d1537d3e54cbfbc8b2bcda3b619ad;Torn Ikebana Flower Mini Black Dress;FWSS;FWSS;3 - Good condition;Flekker som ikke går bort. syntes ikke så godt.;3500;1200.0;True
;outfit.6ac4c823524146de990ca1ad979e6388;L Ursula Knit Polo;Second Female;Villoid;3 - Good condition;små flekker. syntes ikke;4000;1200.0;True
2023-09-19;outfit.6b641544a5f549ff8593ea9a06facbec;Black & White Leona & Leaf Tunic;SOYAAULAIT;Soyaaulait;3 - Good condition;Slitt i stoff. Løse tråder bak, men ikke fortsatt veldig fint. ;2000;700.0;True
;outfit.6c1f0b7f75354e9199e1573f49ecf08e;M Avalon Dress;Baum und Pferdgarten;Høyer;3 - Good condition;Noen løse tråder. Men ellers kjempe fin;1300;500.0;True
2024-01-25;outfit.6ca04d96536c4686b18c7f9b0223b1c6;1 Rose Dust Tiana Top;Maud;Høyer;3 - Good condition;Litt tovete med noen gap mellom hull. ;2200;700.0;True
2023-09-19;outfit.6cbcf8cae77e48ea9c55009484798c15;Faye Shoulder Dress Blue;MagMaLou;MagMaLou;3 - Good condition;Sjekk tilstand;2600;400.0;True
2023-01-10;outfit.6cfbd3ae11fc4583909434cb1af1cd83;Deep V-Neck Wrap Blouse;Diane Von Fürstenberg;Høyer;3 - Good condition;;1800;699.0;False
2023-01-12;outfit.6d30e48268c64d14b3f12de4c1fadfd5;Tearz Vanilla Ice Top;FWSS;FWSS;3 - Good condition;;1700;549.0;False
2023-10-31;outfit.6d43bfc5f76b4ef0995832d2c82250e4;Sulana Clear Pink Blouse;By Malene Birger;FJONG;3 - Good condition;Wear and tear. ikke noe veldig merkbart;2600;950.0;True
2023-01-12;outfit.6e097afdac204cffb1c1bd597c09014c;XS Sand Dunder Trouser;Holzweiler;Holzweiler;3 - Good condition;Lite hull under ene ermet. syntes ikke;3000;1200.0;True
2023-05-15;outfit.6e1355af8eb2401a891cae8924953434;XS Yellow Basalt Skirt;Holzweiler;Holzweiler;3 - Good condition;;1000;350.0;True
;outfit.6e3c9b414bfc4c8a8a56365f5f8f557a;Carolina Creme Dress;Hofmann Copenhagen;FJONG;3 - Good condition;Nuppete og slitasje nede i front.;1700;499.0;True
2023-10-31;outfit.6ee6ff4c35ca4e099c7272e8466af23d;Miron ls Sun Kiss Top;Samsøe & Samsøe;FJONG;3 - Good condition;Wear and tear;3000;500.0;True
2023-01-12;outfit.6f1c31a669c347c8977c2442f875420d;Cargo Pants;Rails;Mani Studio Moss;3 - Good condition;;1700;595.0;False
2023-09-15;outfit.6f440cc99b2f486887874a36336f2ec6;Silver Sage Signy Trousers;FWSS;FWSS;3 - Good condition;bittesmå flekker nederst ved benet foran er alt jeg kan finne;2400;600.0;True
2024-01-25;outfit.6fa2c6d6b32140e8a40e6539ad67eabe;Voile Grandfather Shirt;Forte Forte;Den Dama;3 - Good condition;;1500;525.0;False
;outfit.6fd4e1ca2f474faa9366763ac28adb3c;S Printed Green Bouquet Jumpsuit;byTiMo;FJONG;3 - Good condition;;1500;300.0;True
2024-01-25;outfit.6aae2baf9a264af793fac88cb589f7f6;Offwhite Floral Top;By Malene Birger;Høyer;3 - Good condition;;1600;960.0;True
2023-05-15;outfit.7069775e33084ec791f832de0dc48c38;Blossom Embroidery Raglan Sleeve Dress;SoyaAulait;Soyaaulait;3 - Good condition;unremovable stain in front;1500;449.0;True
2023-05-15;outfit.708862f53ef3479c88d10541e1032c7f;XS Beige Ask Skirt;Holzweiler;Holzweiler;3 - Good condition;;1300;499.0;True
2023-12-12;outfit.70b5ab1c04424f52970827c675ad271e;L Alyss Oversize Shirt Beige;Skappel;Skappel Oslo;3 - Good condition;Flekker som ikke går bort. syntes ikke så godt.;1200;449.0;False
2023-09-15;outfit.70ceba6d1e35461494891927a3f85d09;Julinka Occasion Smoky Pink;Rodebjer;Den Dama;3 - Good condition;;1300;300.0;True
2023-09-19;outfit.7109f770179d41c795a5ca4bed4e247e;Black Stone Dress;Maja Stabel;Maja Stabel;3 - Good condition;;1200;499.0;True
2022-06-10;outfit.7116c80758df4e02b1f944ef5a657387;L BROQUÉ Classic Black Crewneck;Cardsome;Cardsome;3 - Good condition;Wear and tear;1500;500.0;False
2022-10-24;outfit.71442f9043504300907b80e2385f9ae4;Delicate Semi Couture Layered Powder Dress;byTimo;FJONG;2 - Very good condition;;2500;750.0;False
2022-09-21;outfit.71442f9043504300907b80e2385f9ae4;S Delicate Semi Couture Layered Powder Dress;byTimo;FJONG;3 - Good condition;Ser helt fint ut. litt wear and tear;;;False
;outfit.7153d66e9c4f47bbba0b06d0870e408d;XS Black Jenna Allover;Whyred;Villoid;3 - Good condition;;800;100.0;True
2023-05-10;outfit.719d2357e21c45288cc72ad1918aa991;S Lagoon Print Flare Dress;SOYAAULAIT;Soyaaulait;3 - Good condition;;1800;630.0;False
2024-01-25;outfit.71b3b3cf7e7841c98b805c6a32e68f7b;Thilde Top Pink;Maud;MAUD;3 - Good condition;;2000;649.0;False
;outfit.71b6e06cfd824413a89cee0368de4e4f;XL Burgundy Flare Pants;MAUD;Høyer;3 - Good condition;;2500;899.0;False
2023-09-19;outfit.726656cef89c4b5f86f6d0c858712b0c;Sand Riot Blazer;Holzweiler;HOLZWEILER;3 - Good condition;;1300;455.0;False
2023-09-19;outfit.727d6be251454e3eb0ca131e4c773e9f;Bianca Lace Jumpsuit;MagMaLou;MagMaLou;3 - Good condition;;600;349.0;True
2022-08-16;outfit.72b64010a6fa478a97a398ff17d5f403;Brunnera Blue Angelou Skirt;Urban Pioneers;Urban Pioneers;2 - Very good condition;Glidelås på armen er ødelagt;12000;3500.0;True
2024-01-25;outfit.72e68751484840bb9b7c5420a02043ac;2 Cameron Dotted Blouse;Ganni;Høyer;3 - Good condition;;2400;749.0;False
2023-09-19;outfit.72e76ee9a2db49949c0e44df44dfa8dc;Navy Serena Linen Dress;Ella&Il;ella&il;3 - Good condition;;25000;;False
2023-12-12;outfit.7333495cc8154c1993b042541f0a2cdf;S Pauline Short Green Milieu Dress;FWSS;FWSS;3 - Good condition;;;450.0;False
2024-01-25;outfit.73393583c562454cbf1c00ce3cac0862;1 Rose Dust Tiana Top;Maud;Høyer;3 - Good condition;;;600.0;False
2022-07-08;outfit.7395b78d10084aebb906f8f83bfd89cc;Petra Top Champagne Beige;FWSS;FJONG;3 - Good condition;;3000;;False
2023-09-15;outfit.73cff22def734575a324c1a9717d1cd0;Angora Beyonce Blazer;Baum und Pferdgarten;Høyer;3 - Good condition;;950;;False
2022-11-23;outfit.74186a57ddd64adebedc9a7e648fbd65;S Elena Anthracite Black Dress;FWSS;FJONG;3 - Good condition;;600;210.0;True
2023-09-19;outfit.7460f02d097a45fb873290b4caf61989;Bianca Lace Jumpsuit;MagMaLou;MagMaLou;3 - Good condition;;600;210.0;True
2023-01-10;outfit.7475b5c48ccd4599a4fe7a14eb91ced5;Moster Rib Dress;ILAG;ILAG;3 - Good condition;;600;210.0;True
2022-10-24;outfit.7491ec74fe2349dd9353e0792feff03c;Olivia Greenbriar Blouse;by Malene Birger;FJONG;3 - Good condition;;4000;;False
2023-05-15;outfit.7493d3b6aa4d4b3aa9f4cd310a590974;XS Sand Stranda Skirt;Holzweiler;Holzweiler;3 - Good condition;;9000;;False
;outfit.749c64aeabc745099091a2ecd20d8777;XL 2 Rose Dust Dina Dress;MAUD;Høyer;3 - Good condition;;5000;;False
2023-09-19;outfit.74a98bdaae1d4f29b7ced6dca93b9dcf;Puffer Coat Grey;Ane Mone;Ane Mone;3 - Good condition;;5000;;False
2023-09-19;outfit.74eda9c968f64d20b3d6e09d36977ff4;Leather Skirt;Maud;Mani Studio Moss;3 - Good condition;;1300;455.0;True
2023-01-10;outfit.751031523bcd4c939f07f394bfa08830;Burnt Orange White Wrist Sweater;Urban Pioneers;Urban Pioneers;2 - Very good condition;ikke leid ut;1500;450.0;False
;outfit.75c898c3c7504e669dd530875b08eed9;L2 Ayaja Striped Skirt;By Malene Birger;Høyer;3 - Good condition;;;1520.0;False
2023-09-19;outfit.75ea032f522344ca9da968f0f03153ff;Bianca Lace Jumpsuit;MagMaLou;MagMaLou;3 - Good condition;;;900.0;False
2023-09-19;outfit.76b263ea5aaa4d89be8c7877f0a2dc8d;Drew Dress;MagMaLou;MagMaLou;3 - Good condition;;;1500.0;False
2023-10-31;outfit.76e513e7ba654a648bf90044a81b3926;Anglais Tiered Embellished Tulle Gown;Needle & Thread;FJONG;3 - Good condition;;;1000.0;False
2023-09-19;outfit.76e9812468d2429a8615103ea3f99fa4;C.L.E.A.N Dress White;C.L.E.A.N. by Christina Ledang;C.L.E.A.N. by Christina Ledang;3 - Good condition;;;400.0;False
2023-09-19;outfit.770cb2a148174b42adc6eba7fdb8cf11;Drew Dress;MagMaLou;MagMaLou;1 - As new;;2200;749.0;False
2024-01-25;outfit.772f3dece4f440918083b6302236bae4;2 Kevin Shirt;Designers Remix;Høyer;3 - Good condition;UTVASKET OG MØRKERE FLEKK PÅ BRYSTET;1800;;False
2023-12-12;outfit.77e88e4ffc1648a79d0f301bac6765d1;XL Purify Top;2NDDAY;Mani Studio Moss;1 - As new;;3500;1549.0;False
2023-05-15;outfit.78305cacc282444185e1affa9ed42c56;XL Navy Knitted Vest Dress;C.L.E.A.N. by Christina Ledang;C.L.E.A.N. by Christina Ledang;1 - As new;;2500;950.0;False
2023-10-31;outfit.78392fa87e224d719c89da109d9e263f;Contrast Bouclé Jacket;By Malene Birger;FJONG;1 - As new;;2500;950.0;False
2023-01-12;outfit.78556cb9afc445b3af92fc04845307ea;2 Cabernet Mia Dress;Creative Collective;Høyer;1 - As new;;2500;950.0;False
2024-01-25;outfit.789c751d86974d609224e535283702b3;Milla Vanilla Custard Dress;FWSS;FWSS;1 - As new;;2500;950.0;False
;outfit.78d16995b62e40d48f06a20dbf72d844;M 50's Dark Wild Forest Dress;byTiMo;FJONG;1 - As new;;2300;899.0;False
2024-01-25;outfit.79083ddd0ef54d21a5bde158b88f706d;4 Cameron Dotted Blouse;Ganni;Høyer;1 - As new;;2000;899.0;False
2023-09-15;outfit.793b193b39194ef19a052aac02bf6c2b;High Pressure Red Dress;FWSS;FJONG;1 - As new;;2000;799.0;False
2022-09-15;outfit.794483397da8425a813301eecf9828c6;S Limon Wrap Niagara Dress;Samsøe & Samsøe;FJONG;3 - Good condition;utvasket;1800;;False
2023-09-15;outfit.795c146da5f54d6b8b8120f3ff0ce750;Blue Wrist Cream Sweater;Urban Pioneers;Urban Pioneers;1 - As new;;2000;799.0;False
2023-05-15;outfit.7a7b0f3206184a9b946ebfaa3933a200;Black Rakel Sweater;SOYAAULAIT;Soyaaulait;3 - Good condition;Misfarget på sløyfebåndet;2000;;False
2023-01-12;outfit.7adf6958c38940bc88ba745169919a99;M Dragonfly Yellow Shirt Dress;Mette Møller;Mette Møller;1 - As new;;2000;799.0;False
2023-11-22;outfit.7b2a55eb41f74946b9c601f7b18c0283;Emile Trousers Light Grey Melange;Rodebjer;Rodebjer;5 - Damaged;Strikket i halsen er helt løst;2800;500.0;False
2024-01-25;outfit.7bc448f937214d089faba16c060a49f4;Tomorrow Blouse;Day Birger et Mikkelsen;Mani Studio Moss;4 - Minor defects;Slitt. mistet glansen sin i stoffet.;1500;450.0;False
2022-10-24;outfit.7bf81ddabaf04521afae88cc4b70ef8f;Bell Sleeved 50's Blue Dawn Dress;byTimo;FJONG;2 - Very good condition;;;0.0;False
2023-09-15;outfit.7c0df20b0c5a448895136cfea5da3412;Vetiver Sharp Shoulder Tie Dress;Maud;FJONG;2 - Very good condition;;15000;6000.0;False
2023-01-12;outfit.7c1a08232c0e44da98b8cac02ea63a9f;White Trench Coat;HunkyDory;Hege Serine Golf;4 - Minor defects;slitt i stoff og krympet;1900;550.0;False
2024-01-25;outfit.7c3e32e564f84de28c9ab8a6f06a2e24;Ballet Slipper Bente Blouse;FWSS;Villoid;2 - Very good condition;;2000;800.0;True
2023-12-12;outfit.7c62d163d37945adb0e7a998c3dc5e70;S Spiced Honey Carmine Mini Dress;By Malina;Villoid;2 - Very good condition;;2000;800.0;True
2023-06-15;outfit.7c6837a89aee4a47b56b3838c03647e0;L Black Eline Linen Dress;ella&il;ella&il;2 - Very good condition;;2200;850.0;True
2023-01-11;outfit.7c9af2942a0c462ba4b83b6a8c7ca7b7;Slow SS Maxi Dress Brown Patina;Second Female;FJONG;2 - Very good condition;;2200;850.0;True
2023-09-19;outfit.7cb9a98106104eb09aec586679cf84c3;Faye Shoulder Dress Blue;MagMaLou;MagMaLou;2 - Very good condition;;2200;850.0;True
2024-01-25;outfit.7cf5e850430647f1a42c4f9beb60c392;Herdis Broderie Anglaise;FWSS;FWSS;2 - Very good condition;;4500;1200.0;False
2022-09-26;outfit.7cff339e7950448c8485a2b44205adc0;S Bellix Night Blue Blouse;by Malene Birger;FJONG;2 - Very good condition;;3000;1200.0;True
2023-10-31;outfit.7d14e8192e854bb6841923d361d8d565;Bodycon Wool Grey Dress;Victoria Beckham;Gunhild Stordalen;2 - Very good condition;;3800;1600.0;True
2023-12-12;outfit.7d273c5424a34a9cb3217beeed7070d4;XS Silk Blouse Creme ;By Malene Birger;FJONG;3 - Good condition;sliten. Litt nuppete;1900;550.0;False
2022-09-15;outfit.7d2762e1217441cd80b15eb938693567;Vetiver Vintage Button Dress;Maud;FJONG;3 - Good condition;høyre arm er slitt, men er fikset. Mangler belte;1200;250.0;True
2024-01-25;outfit.7db19c30da2442f7abd7def7746a39a3;Floral Ring My Bell Top;Høst & Vår;Høst & Vår;2 - Very good condition;;4000;1600.0;False
2023-09-15;outfit.7df2526a1c3c4b10b3017e7935c30629;Cayline Pure White Dress;By Malene Birger;FJONG;2 - Very good condition;;3600;1450.0;True
2023-10-31;outfit.7e99984aa9604071bc49a4f148394fbc;Tie Dye Asymmetric Dress;Altuzarra;Gunhild Stordalen;3 - Good condition;;1500;449.0;False
2023-01-12;outfit.7eb16fe1e199414bbb7f88d71fe7cb56;M Lilac Marit Sweater;Line of Oslo;Villoid;4 - Minor defects;små hull, begynner å bli slitt. ;1200;360.0;False
2023-01-12;outfit.7eb3bc2ebfda48129feca1a7909979b2;Laguna Mesh Dress;Ganni;Mia Linstad;2 - Very good condition;;1100;450.0;True
;outfit.7f256b54c8ab4dbda7cb6cbc915c4ed7;M Emilia Midi Dress Myrtille Floral;Faithful the brand;FJONG;2 - Very good condition;;1100;450.0;True
2023-09-19;outfit.7f30a51cbd044197bf600721f3a7cd75;Bianca Lace Jumpsuit;MagMaLou;MagMaLou;2 - Very good condition;;1200;550.0;False
2023-10-31;outfit.7f6d08bebe2348729948104efde5179e;Millie Tweed Black Dress;Stella McCartney;Gunhild Stordalen;2 - Very good condition;;1200;500.0;True
2024-01-25;outfit.804a858bfe8a40efb6bdb7fd02ddfb5e;4 Orca Chiffon Top;By Malene Birger;Høyer;2 - Very good condition;;1200;550.0;False
2023-09-19;outfit.8078e1769c9e487dad0863596e651b75;Noon Dress Methyl Blue;ROTATE Birger Christensen;DSN;2 - Very good condition;;1500;700.0;True
2024-01-25;outfit.808ad415ff483c73;For sale - Lace Beige Top;FWSS;FJONG;2 - Very good condition;;1500;700.0;True
;outfit.808ad415ff483c73;Lace Beige Top;FWSS;FJONG;2 - Very good condition;;1800;700.0;False
2023-09-15;outfit.80d899ac71d179de;Oversized Shirt;C.L.E.A.N. by Christina Ledang;C.L.E.A.N. by Christina Ledang;2 - Very good condition;;3600;1440.0;False
;outfit.80e18f60bb054c46a29a8dccd47999d1;XL Nissa Ruffle Pants;Baum und Pferdgarten;Høyer;2 - Very good condition;;2800;880.0;True
2023-09-19;outfit.80e4feaac5f5418d90ef6b9f83ed7261;Spring Dress Grey;C.L.E.A.N. by Christina Ledang;C.L.E.A.N. by Christina Ledang;2 - Very good condition;;3000;1200.0;True
2023-12-12;outfit.80eeb8b7e8d44d32b88b4d2a4322a4b1;XS Sotra Skirt Bee Humble Teal;Holzweiler;FJONG;2 - Very good condition;;3600;1440.0;False
2023-09-15;outfit.814d54a43081446582eb1b8278e36131;Joyce Dress Orange Coral;Ulla Johnson;DSN;2 - Very good condition;Må settes som XS eller XXS (XL barnestørrelse);3200;1200.0;True
2023-09-15;outfit.8154323d7dae46d3b98fb5e85b96a41a;Susann Misty Lilac Dress;FWSS;FJONG;2 - Very good condition;;3500;1399.0;False
2022-09-15;outfit.8155a6bc583b44c9a24eac3a608efeb2;XS Solvor Shirtdress;FWSS;Mani Studio Moss;2 - Very good condition;;2100;850.0;True
2023-06-15;outfit.815fdc7357554caaa67c2899f1070725;L 2 Orca Chiffon Top;By Malene Birger;Høyer;2 - Very good condition;;3800;1500.0;True
2023-01-10;outfit.8163acb883b84e0182dff9eff43290ab;S Off White Decorated Vintage Mini Dress;byTiMo;FJONG;2 - Very good condition;;2000;800.0;True
;outfit.8197aaacdd43465a940c01a1ce33f13f;L Tabitha Golden Hour Top;Hofmann Copenhagen;FJONG;2 - Very good condition;;3000;1299.0;False
;outfit.819ad1366a0a4c5192c41fd8d17d8309;XL Lonero Striped Dress;By Malene Birger;Høyer;2 - Very good condition;"Så og si good as new. ""kun bruksskader""";2600;899.0;True
2024-01-25;outfit.819c0fde912847d9a88f939cbf080c36;3 Rose Dust Tiana Top;Maud;Høyer;2 - Very good condition;;1500;600.0;True
2023-09-19;outfit.819e1794db684d99acc58b1f3caac390;Puffer Coat Khaki Green;Ane Mone;Ane Mone;4 - Minor defects;Fliser opp på ermene, kan ikke leies ut mer;1200;300.0;False
2023-10-31;outfit.81b7059db24a1c94;Camel Blouse;Valentino;Gunhild Stordalen;;;1200;360.0;False
2022-08-16;outfit.81b89124e1d24dfe9196537c3d03cd7e;L Verbena Navy Dress;Reformation;FJONG;2 - Very good condition;;2700;1080.0;False
2024-01-25;outfit.81b9f2c11a014b24a1e04ac0477ba5dd;Sherilyn Jumpsuit;MagMaLou;MagMaLou;2 - Very good condition;;4600;1840.0;False
;outfit.827b99b7b40a655e;Louis Vuitton Keepall 50;Louis Vuitton;FJONG;2 - Very good condition;;2900;1300.0;True
2024-01-25;outfit.827d38e89e2e494f8ba411a1cb3ccc10;Orca Chiffon Top;By Malene Birger;Høyer;2 - Very good condition;;3200;1450.0;True
2022-07-05;outfit.82c5e69b22f945fca747935b9601c636;Orrin Embroidered Denim Jacket;Acne Studios;Svean ;2 - Very good condition;;1000;400.0;True
2023-05-15;outfit.831c35bffa05471a88c438aa6fce5bcd;S Spring Dress Grey;C.L.E.A.N. by Christina Ledang;C.L.E.A.N. by Christina Ledang;2 - Very good condition;;2800;899.0;True
2023-05-15;outfit.833fef3cfb114d3696c1f76b4f9dc25c;XS Black Hoodie;Cardsome;Cardsome;2 - Very good condition;;2800;899.0;True
2023-09-15;outfit.836ba2ed83ec43ff8b931b6cd390da9c;Barbro Eventide Trousers;FWSS;FWSS;2 - Very good condition;;2800;899.0;True
2023-01-12;outfit.836ba2ed83ec43ff8b931b6cd390da9c;S Barbro Eventide Trousers;FWSS;FWSS;2 - Very good condition;God stand. ;2700;699.0;True
2023-10-31;outfit.83825bc47475d671;Prada Leather Sandals;Prada;Gunhild Stordalen;2 - Very good condition;;1100;450.0;True
;outfit.838393c0f12c45068f90821c83acac89;S Elena Champagne Beige;FWSS;FJONG;2 - Very good condition;;2600;849.0;False
2022-09-15;outfit.83c3cc056071456ea7cf59d36f672840;M Yellow Oda Jeans;Holzweiler;Holzweiler;2 - Very good condition;;1600;700.0;True
2023-09-19;outfit.83f21a4b1d7c7acb;Black Classic Flat Bag;Chanel;FJONG;2 - Very good condition;;1800;750.0;True
2022-09-15;outfit.841869bb72cf0dd1;S Kristin Wine Tasting Red Dress;FWSS;FJONG;2 - Very good condition;flekker bak - smååå.;2400;849.0;False
;outfit.841aea73b3d4485eaf08932aa82d8c2a;M Ballet Slipper Bente Blouse;FWSS;Villoid;2 - Very good condition;;1900;760.0;False
2023-09-19;outfit.8447a802a4ef4601b5ac4410e43c3b6f;Double Sandy Set;Maja Stabel;Maja Stabel;2 - Very good condition;;2000;850.0;True
2022-09-15;outfit.84cd1706c63f4fb686232cb5d102d36c;S4 Ferdinand Dress;IBEN;IBEN (Storheil Agency);2 - Very good condition;Reparert;2800;1100.0;True
2023-09-19;outfit.853997984302460e92bb9f8335ca5a0b;Mie Peach Pique-Nique Long Dress;FWSS;FJONG;2 - Very good condition;Feilproduksjon;1800;949.0;True
2024-01-25;outfit.85a7610b9ec243adb918bbfe5535b937;White Tango Blouse;Karen By Simonsen;For Ynde;2 - Very good condition;;1500;399.0;True
;outfit.85e0eba5f5bc9e56;Caden XS;Jarlo;FJONG;2 - Very good condition;;2800;1100.0;True
;outfit.85f6672726308fb9;Pascal red XS;Jarlo;FJONG;4 - Minor defects;Stains;6600;1300.0;False
2024-01-25;outfit.860c23c29a154c04af5bf3b21155209d;Ain't No Mountain Sweater;FWSS;FWSS;2 - Very good condition;;2800;1120.0;False
2023-06-15;outfit.860daab99091d08f;S Carina Macaron Dress;Reformation;FJONG;;;900;270.0;False
;outfit.864fe291945a401bbe4a1db1bc474a63;M Evie Ceylon Yellow Long Sleeve Dress;Untold Stories;FJONG;2 - Very good condition;;3600;1440.0;False
2023-09-19;outfit.86651b9dceb1480d8fa76e59bbbf7bb6;Masine Dress Lavender;ROTATE Birger Christensen;DSN;2 - Very good condition;;4900;1960.0;False
;outfit.868c43f89e2d4e24b809186a6fdffc93;XS Temporary Blouse;Karen by Simonsen;For Ynde;2 - Very good condition;;1000;400.0;True
;outfit.870addd15a984f2787fdf85cddb64d42;XL 2 Porcelain Rose Tara Sweater;Creative Collective;Høyer;2 - Very good condition;;1000;400.0;True
2023-10-31;outfit.871f15bc73153001;Mano Top;Samsøe & Samsøe;FJONG;2 - Very good condition;;1300;550.0;True
;outfit.8730c25b49a247be;S Mano top;Samsøe Samsøe;FJONG;2 - Very good condition;;1300;400.0;True
2022-09-15;outfit.87481ca65ebe4d1cb75debb71510208d;Dk.Camel Alexandra Jeans;Holzweiler;Holzweiler;2 - Very good condition;;2100;499.0;True
;outfit.8787ca5f6457494fafc11f8c0360dbed;XS Short Sleeve Red Stripes Top;Helmut Lang;Høyer;2 - Very good condition;;2900;1150.0;True
2023-01-12;outfit.87cafc24da73f5a4;Jana skirt;Samsøe & Samsøe;FJONG;3 - Good condition;;1100;399.0;False
2023-05-15;outfit.87f510a70ce64df49360021704bd74c3;S Black & White Leaf Tunic;SOYAAULAIT;Soyaaulait;2 - Very good condition;;2300;800.0;True
2023-01-12;outfit.880e71e3568b6812;Baloo Bomber Caramel Jacket;Line of Oslo;Line of Oslo;2 - Very good condition;;1000;450.0;True
2024-01-25;outfit.881257bd86eb4e55a860dde3c267bb59;Detail Shirt White;Yaya;For Ynde;2 - Very good condition;;1000;450.0;True
;outfit.881c622dd1ad4a4696de3155635e6ac3;L Nadia Skirt Hushed Violet;Samsøe Samsøe;FJONG;2 - Very good condition;;2000;800.0;True
2023-10-31;outfit.8831dbbc9ac4aecc;Kayla Black Dress;Samsøe & Samsøe;FJONG;2 - Very good condition;;1800;700.0;True
2023-09-19;outfit.88825c1ec49f42b581bedd2a6daa209b;Yellow Seffern Dress;Holzweiler;HOLZWEILER;2 - Very good condition;;2000;800.0;True
2024-01-25;outfit.88ba45c8d4a04b1395a422aae1803949;Drapilia Fuchsia Blouse;By Malene Birger;FJONG;2 - Very good condition;;1800;750.0;True
2022-09-15;outfit.88ba45c8d4a04b1395a422aae1803949;Drapilia Fuchsia Blouse;By Malene Birger;FJONG;2 - Very good condition;;1000;450.0;True
2022-08-16;outfit.88fb8967defd4f23a96d3724a3947700;L Vanilla Custard Herdis Broderie Anglais;FWSS;FWSS;2 - Very good condition;;2100;400.0;True
2022-08-16;outfit.892c3befd668414cabc0bda22c3f48ff;S Bodil Bittersweet Cut-Out Flower Dress;FWSS;FJONG;2 - Very good condition;;1300;550.0;True
2023-10-31;outfit.89c2a6a730c324a0;Leather Cut Dress;Plein Sud;Gunhild Stordalen;2 - Very good condition;;2100;849.0;False
2022-07-08;outfit.8a0b92ea9fdc4c789b7c6c3ffbe03438;XL Tee Longsleeve Woolblend White;C.L.E.A.N. by Christina Ledang;C.L.E.A.N. by Christina Ledang;2 - Very good condition;;1000;450.0;True
2023-01-12;outfit.8a14e50b3c1a924f;Beige Classic Medium Double Flap Bag;Chanel;FJONG;2 - Very good condition;;2100;849.0;False
2023-09-19;outfit.8a1ca7e8a86041baacef20b77013eb73;Brigitte Shoulder Dress;MagMaLou;MagMaLou;2 - Very good condition;;2200;699.0;True
2022-09-15;outfit.8afb8761044a498398eda5f875ceafe2;1 Sonder Stripes Sofie Pants;FWSS;Villoid;2 - Very good condition;;2200;699.0;True
;outfit.8b2bcd93f2f8004f;S3 Horrid 2 Hisdal Flower Trousers;FWSS;FJONG;2 - Very good condition;;1800;549.0;True
2024-01-25;outfit.8b5234b3619cf5fb;Hilde Manor Top;FWSS;FJONG;2 - Very good condition;;1800;549.0;True
2023-09-15;outfit.8badf6e96fd74249a86e3744465d2f74;Form Fitted Dress Red;Armani;FJONG;2 - Very good condition;;2000;800.0;True
2022-09-15;outfit.8bbfae6c08924fb2aafcf709665906a9;S Feathers Satin Jumpsuit;byTimo;FJONG;2 - Very good condition;;2600;1050.0;True
2023-01-10;outfit.8bcc31a482b84eb38d3d22efb2caad5d;S Mabillon;By Malene Birger;Mani Studio Moss;2 - Very good condition;;1500;600.0;True
2023-10-31;outfit.8bfd655a8e4d2788;Embellished Mini Dress;Balmain;Gunhild Stordalen;2 - Very good condition;;1400;560.0;False
2023-01-12;outfit.8c47573e01d54cddb46c302b11d2cfe4;Green Spring Inger Johanne Skirt;FWSS;FWSS;2 - Very good condition;;1400;560.0;False
2023-12-12;outfit.8c4d4f54e42a4ca391913811b6d17ab0;XL Nell Flame Scarlet Pants;Samsøe & Samsøe;FJONG;2 - Very good condition;;2700;1080.0;False
2024-01-25;outfit.8c90beb26ad4480dba384bb3ccffaec1;Floral Ring My Bell Top;Høst & Vår;Høst & Vår;2 - Very good condition;;1100;440.0;False
2022-06-10;outfit.8cfab2614cb84e1f987ddea8ae550602;S Drapilia Black Blouse;By Malene Birger;Høyer;2 - Very good condition;;1100;500.0;True
2023-06-15;outfit.8d1a7e1744a6480d96d9e5371b36c095;Brave Mint Crepe Dress;Nuum Collection;Cecilie;2 - Very good condition;;-;200.0;False
2023-01-10;outfit.8d1a7e1744a6480d96d9e5371b36c095;Brave Mint Crepe Dress;Nuum Collection;Cecilie;2 - Very good condition;;-;250.0;True
